Country,Production,Consumption
Djibouti,77,2466
Djibouti,77,2467
Djibouti,77,2504
Djibouti,77,2545
Djibouti,77,2607
Djibouti,76,2136
Djibouti,76,2265
Djibouti,76,2314
Djibouti,76,2414
Djibouti,76,2447
Djibouti,76,2466
Djibouti,76,2467
Djibouti,76,2504
Djibouti,76,2545
Djibouti,76,2607
Egypt,75989,3309
Egypt,75989,3367
Egypt,75989,3389
Egypt,75989,3445
Egypt,75989,3490
Egypt,75989,3441
Egypt,75989,3507
Egypt,75989,3549
Egypt,75989,3561
Egypt,75989,3522
Egypt,80422,3309
Egypt,80422,3367
Egypt,80422,3389
Egypt,80422,3445
Egypt,80422,3490
Egypt,80422,3441
Egypt,80422,3507
Egypt,80422,3549
Egypt,80422,3561
Egypt,80422,3522
Egypt,83191,3309
Egypt,83191,3367
Egypt,83191,3389
Egypt,83191,3445
Egypt,83191,3490
Egypt,83191,3441
Egypt,83191,3507
Egypt,83191,3549
Egypt,83191,3561
Egypt,83191,3522
Egypt,86828,3309
Egypt,86828,3367
Egypt,86828,3389
Egypt,86828,3445
Egypt,86828,3490
Egypt,86828,3441
Egypt,86828,3507
Egypt,86828,3549
Egypt,86828,3561
Egypt,86828,3522
Egypt,89489,3309
Egypt,89489,3367
Egypt,89489,3389
Egypt,89489,3445
Egypt,89489,3490
Egypt,89489,3441
Egypt,89489,3507
Egypt,89489,3549
Egypt,89489,3561
Egypt,89489,3522
Egypt,90375,3309
Egypt,90375,3367
Egypt,90375,3389
Egypt,90375,3445
Egypt,90375,3490
Egypt,90375,3441
Egypt,90375,3507
Egypt,90375,3549
Egypt,90375,3561
Egypt,90375,3522
Egypt,88450,3309
Egypt,88450,3367
Egypt,88450,3389
Egypt,88450,3445
Egypt,88450,3490
Egypt,88450,3441
Egypt,88450,3507
Egypt,88450,3549
Egypt,88450,3561
Egypt,88450,3522
Egypt,90767,3309
Egypt,90767,3367
Egypt,90767,3389
Egypt,90767,3445
Egypt,90767,3490
Egypt,90767,3441
Egypt,90767,3507
Egypt,90767,3549
Egypt,90767,3561
Egypt,90767,3522
Egypt,96139,3309
Egypt,96139,3367
Egypt,96139,3389
Egypt,96139,3445
Egypt,96139,3490
Egypt,96139,3441
Egypt,96139,3507
Egypt,96139,3549
Egypt,96139,3561
Egypt,96139,3522
Egypt,95848,3309
Egypt,95848,3367
Egypt,95848,3389
Egypt,95848,3445
Egypt,95848,3490
Egypt,95848,3441
Egypt,95848,3507
Egypt,95848,3549
Egypt,95848,3561
Egypt,95848,3522
Ethiopia,26246,1882
Ethiopia,26246,1978
Ethiopia,26246,1967
Ethiopia,26246,1957
Ethiopia,26246,2018
Ethiopia,26246,2052
Ethiopia,26246,2080
Ethiopia,26246,2103
Ethiopia,26246,2124
Ethiopia,26246,2131
Ethiopia,29527,1882
Ethiopia,29527,1978
Ethiopia,29527,1967
Ethiopia,29527,1957
Ethiopia,29527,2018
Ethiopia,29527,2052
Ethiopia,29527,2080
Ethiopia,29527,2103
Ethiopia,29527,2124
Ethiopia,29527,2131
Ethiopia,30117,1882
Ethiopia,30117,1978
Ethiopia,30117,1967
Ethiopia,30117,1957
Ethiopia,30117,2018
Ethiopia,30117,2052
Ethiopia,30117,2080
Ethiopia,30117,2103
Ethiopia,30117,2124
Ethiopia,30117,2131
Ethiopia,29891,1882
Ethiopia,29891,1978
Ethiopia,29891,1967
Ethiopia,29891,1957
Ethiopia,29891,2018
Ethiopia,29891,2052
Ethiopia,29891,2080
Ethiopia,29891,2103
Ethiopia,29891,2124
Ethiopia,29891,2131
Ethiopia,31880,1882
Ethiopia,31880,1978
Ethiopia,31880,1967
Ethiopia,31880,1957
Ethiopia,31880,2018
Ethiopia,31880,2052
Ethiopia,31880,2080
Ethiopia,31880,2103
Ethiopia,31880,2124
Ethiopia,31880,2131
Ethiopia,34508,1882
Ethiopia,34508,1978
Ethiopia,34508,1967
Ethiopia,34508,1957
Ethiopia,34508,2018
Ethiopia,34508,2052
Ethiopia,34508,2080
Ethiopia,34508,2103
Ethiopia,34508,2124
Ethiopia,34508,2131
Ethiopia,38707,1882
Ethiopia,38707,1978
Ethiopia,38707,1967
Ethiopia,38707,1957
Ethiopia,38707,2018
Ethiopia,38707,2052
Ethiopia,38707,2080
Ethiopia,38707,2103
Ethiopia,38707,2124
Ethiopia,38707,2131
Ethiopia,39573,1882
Ethiopia,39573,1978
Ethiopia,39573,1967
Ethiopia,39573,1957
Ethiopia,39573,2018
Ethiopia,39573,2052
Ethiopia,39573,2080
Ethiopia,39573,2103
Ethiopia,39573,2124
Ethiopia,39573,2131
Ethiopia,44142,1882
Ethiopia,44142,1978
Ethiopia,44142,1967
Ethiopia,44142,1957
Ethiopia,44142,2018
Ethiopia,44142,2052
Ethiopia,44142,2080
Ethiopia,44142,2103
Ethiopia,44142,2124
Ethiopia,44142,2131
Ethiopia,46102,1882
Ethiopia,46102,1978
Ethiopia,46102,1967
Ethiopia,46102,1957
Ethiopia,46102,2018
Ethiopia,46102,2052
Ethiopia,46102,2080
Ethiopia,46102,2103
Ethiopia,46102,2124
Ethiopia,46102,2131
Gabon,1211,2676
Gabon,1211,2715
Gabon,1211,2716
Gabon,1211,2711
Gabon,1211,2653
Gabon,1211,2699
Gabon,1211,2732
Gabon,1211,2772
Gabon,1211,2795
Gabon,1211,2830
Gabon,1246,2676
Gabon,1246,2715
Gabon,1246,2716
Gabon,1246,2711
Gabon,1246,2653
Gabon,1246,2699
Gabon,1246,2732
Gabon,1246,2772
Gabon,1246,2795
Gabon,1246,2830
Gabon,1263,2676
Gabon,1263,2715
Gabon,1263,2716
Gabon,1263,2711
Gabon,1263,2653
Gabon,1263,2699
Gabon,1263,2732
Gabon,1263,2772
Gabon,1263,2795
Gabon,1263,2830
Gabon,1289,2676
Gabon,1289,2715
Gabon,1289,2716
Gabon,1289,2711
Gabon,1289,2653
Gabon,1289,2699
Gabon,1289,2732
Gabon,1289,2772
Gabon,1289,2795
Gabon,1289,2830
Gabon,1308,2676
Gabon,1308,2715
Gabon,1308,2716
Gabon,1308,2711
Gabon,1308,2653
Gabon,1308,2699
Gabon,1308,2732
Gabon,1308,2772
Gabon,1308,2795
Gabon,1308,2830
Gabon,1387,2676
Gabon,1387,2715
Gabon,1387,2716
Gabon,1387,2711
Gabon,1387,2653
Gabon,1387,2699
Gabon,1387,2732
Gabon,1387,2772
Gabon,1387,2795
Gabon,1387,2830
Gabon,1424,2676
Gabon,1424,2715
Gabon,1424,2716
Gabon,1424,2711
Gabon,1424,2653
Gabon,1424,2699
Gabon,1424,2732
Gabon,1424,2772
Gabon,1424,2795
Gabon,1424,2830
Gabon,1443,2676
Gabon,1443,2715
Gabon,1443,2716
Gabon,1443,2711
Gabon,1443,2653
Gabon,1443,2699
Gabon,1443,2732
Gabon,1443,2772
Gabon,1443,2795
Gabon,1443,2830
Gabon,1474,2676
Gabon,1474,2715
Gabon,1474,2716
Gabon,1474,2711
Gabon,1474,2653
Gabon,1474,2699
Gabon,1474,2732
Gabon,1474,2772
Gabon,1474,2795
Gabon,1474,2830
Gabon,1521,2676
Gabon,1521,2715
Gabon,1521,2716
Gabon,1521,2711
Gabon,1521,2653
Gabon,1521,2699
Gabon,1521,2732
Gabon,1521,2772
Gabon,1521,2795
Gabon,1521,2830
Gambia,473,2465
Gambia,473,2442
Gambia,473,2397
Gambia,473,2535
Gambia,473,2589
Gambia,473,2621
Gambia,473,2674
Gambia,473,2692
Gambia,473,2652
Gambia,473,2628
Gambia,440,2465
Gambia,440,2442
Gambia,440,2397
Gambia,440,2535
Gambia,440,2589
Gambia,440,2621
Gambia,440,2674
Gambia,440,2692
Gambia,440,2652
Gambia,440,2628
Gambia,458,2465
Gambia,458,2442
Gambia,458,2397
Gambia,458,2535
Gambia,458,2589
Gambia,458,2621
Gambia,458,2674
Gambia,458,2692
Gambia,458,2652
Gambia,458,2628
Gambia,360,2465
Gambia,360,2442
Gambia,360,2397
Gambia,360,2535
Gambia,360,2589
Gambia,360,2621
Gambia,360,2674
Gambia,360,2692
Gambia,360,2652
Gambia,360,2628
Gambia,472,2465
Gambia,472,2442
Gambia,472,2397
Gambia,472,2535
Gambia,472,2589
Gambia,472,2621
Gambia,472,2674
Gambia,472,2692
Gambia,472,2652
Gambia,472,2628
Gambia,549,2465
Gambia,549,2442
Gambia,549,2397
Gambia,549,2535
Gambia,549,2589
Gambia,549,2621
Gambia,549,2674
Gambia,549,2692
Gambia,549,2652
Gambia,549,2628
Gambia,614,2465
Gambia,614,2442
Gambia,614,2397
Gambia,614,2535
Gambia,614,2589
Gambia,614,2621
Gambia,614,2674
Gambia,614,2692
Gambia,614,2652
Gambia,614,2628
Gambia,411,2465
Gambia,411,2442
Gambia,411,2397
Gambia,411,2535
Gambia,411,2589
Gambia,411,2621
Gambia,411,2674
Gambia,411,2692
Gambia,411,2652
Gambia,411,2628
Gambia,465,2465
Gambia,465,2442
Gambia,465,2397
Gambia,465,2535
Gambia,465,2589
Gambia,465,2621
Gambia,465,2674
Gambia,465,2692
Gambia,465,2652
Gambia,465,2628
Gambia,457,2465
Gambia,457,2442
Gambia,457,2397
Gambia,457,2535
Gambia,457,2589
Gambia,457,2621
Gambia,457,2674
Gambia,457,2692
Gambia,457,2652
Gambia,457,2628
Ghana,24040,2682
Ghana,24040,2751
Ghana,24040,2824
Ghana,24040,2803
Ghana,24040,2950
Ghana,24040,3032
Ghana,24040,3077
Ghana,24040,3002
Ghana,24040,3043
Ghana,24040,3016
Ghana,24448,2682
Ghana,24448,2751
Ghana,24448,2824
Ghana,24448,2803
Ghana,24448,2950
Ghana,24448,3032
Ghana,24448,3077
Ghana,24448,3002
Ghana,24448,3043
Ghana,24448,3016
Ghana,25054,2682
Ghana,25054,2751
Ghana,25054,2824
Ghana,25054,2803
Ghana,25054,2950
Ghana,25054,3032
Ghana,25054,3077
Ghana,25054,3002
Ghana,25054,3043
Ghana,25054,3016
Ghana,25286,2682
Ghana,25286,2751
Ghana,25286,2824
Ghana,25286,2803
Ghana,25286,2950
Ghana,25286,3032
Ghana,25286,3077
Ghana,25286,3002
Ghana,25286,3043
Ghana,25286,3016
Ghana,28290,2682
Ghana,28290,2751
Ghana,28290,2824
Ghana,28290,2803
Ghana,28290,2950
Ghana,28290,3032
Ghana,28290,3077
Ghana,28290,3002
Ghana,28290,3043
Ghana,28290,3016
Ghana,30647,2682
Ghana,30647,2751
Ghana,30647,2824
Ghana,30647,2803
Ghana,30647,2950
Ghana,30647,3032
Ghana,30647,3077
Ghana,30647,3002
Ghana,30647,3043
Ghana,30647,3016
Ghana,32140,2682
Ghana,32140,2751
Ghana,32140,2824
Ghana,32140,2803
Ghana,32140,2950
Ghana,32140,3032
Ghana,32140,3077
Ghana,32140,3002
Ghana,32140,3043
Ghana,32140,3016
Ghana,33650,2682
Ghana,33650,2751
Ghana,33650,2824
Ghana,33650,2803
Ghana,33650,2950
Ghana,33650,3032
Ghana,33650,3077
Ghana,33650,3002
Ghana,33650,3043
Ghana,33650,3016
Ghana,34860,2682
Ghana,34860,2751
Ghana,34860,2824
Ghana,34860,2803
Ghana,34860,2950
Ghana,34860,3032
Ghana,34860,3077
Ghana,34860,3002
Ghana,34860,3043
Ghana,34860,3016
Ghana,36589,2682
Ghana,36589,2751
Ghana,36589,2824
Ghana,36589,2803
Ghana,36589,2950
Ghana,36589,3032
Ghana,36589,3077
Ghana,36589,3002
Ghana,36589,3043
Ghana,36589,3016
Guinea,5891,2426
Guinea,5891,2443
Guinea,5891,2503
Guinea,5891,2505
Guinea,5891,2534
Guinea,5891,2546
Guinea,5891,2550
Guinea,5891,2546
Guinea,5891,2561
Guinea,5891,2566
Guinea,6099,2426
Guinea,6099,2443
Guinea,6099,2503
Guinea,6099,2505
Guinea,6099,2534
Guinea,6099,2546
Guinea,6099,2550
Guinea,6099,2546
Guinea,6099,2561
Guinea,6099,2566
Guinea,6166,2426
Guinea,6166,2443
Guinea,6166,2503
Guinea,6166,2505
Guinea,6166,2534
Guinea,6166,2546
Guinea,6166,2550
Guinea,6166,2546
Guinea,6166,2561
Guinea,6166,2566
Guinea,6393,2426
Guinea,6393,2443
Guinea,6393,2503
Guinea,6393,2505
Guinea,6393,2534
Guinea,6393,2546
Guinea,6393,2550
Guinea,6393,2546
Guinea,6393,2561
Guinea,6393,2566
Guinea,6512,2426
Guinea,6512,2443
Guinea,6512,2503
Guinea,6512,2505
Guinea,6512,2534
Guinea,6512,2546
Guinea,6512,2550
Guinea,6512,2546
Guinea,6512,2561
Guinea,6512,2566
Guinea,6606,2426
Guinea,6606,2443
Guinea,6606,2503
Guinea,6606,2505
Guinea,6606,2534
Guinea,6606,2546
Guinea,6606,2550
Guinea,6606,2546
Guinea,6606,2561
Guinea,6606,2566
Guinea,6904,2426
Guinea,6904,2443
Guinea,6904,2503
Guinea,6904,2505
Guinea,6904,2534
Guinea,6904,2546
Guinea,6904,2550
Guinea,6904,2546
Guinea,6904,2561
Guinea,6904,2566
Guinea,7084,2426
Guinea,7084,2443
Guinea,7084,2503
Guinea,7084,2505
Guinea,7084,2534
Guinea,7084,2546
Guinea,7084,2550
Guinea,7084,2546
Guinea,7084,2561
Guinea,7084,2566
Guinea,7458,2426
Guinea,7458,2443
Guinea,7458,2503
Guinea,7458,2505
Guinea,7458,2534
Guinea,7458,2546
Guinea,7458,2550
Guinea,7458,2546
Guinea,7458,2561
Guinea,7458,2566
Guinea,7735,2426
Guinea,7735,2443
Guinea,7735,2503
Guinea,7735,2505
Guinea,7735,2534
Guinea,7735,2546
Guinea,7735,2550
Guinea,7735,2546
Guinea,7735,2561
Guinea,7735,2566
Guinea-Bissau,637,2257
Guinea-Bissau,637,2273
Guinea-Bissau,637,2253
Guinea-Bissau,637,2293
Guinea-Bissau,637,2304
Guinea-Bissau,637,2278
Guinea-Bissau,637,2346
Guinea-Bissau,637,2336
Guinea-Bissau,637,2331
Guinea-Bissau,637,2292
Guinea-Bissau,703,2257
Guinea-Bissau,703,2273
Guinea-Bissau,703,2253
Guinea-Bissau,703,2293
Guinea-Bissau,703,2304
Guinea-Bissau,703,2278
Guinea-Bissau,703,2346
Guinea-Bissau,703,2336
Guinea-Bissau,703,2331
Guinea-Bissau,703,2292
Guinea-Bissau,705,2257
Guinea-Bissau,705,2273
Guinea-Bissau,705,2253
Guinea-Bissau,705,2293
Guinea-Bissau,705,2304
Guinea-Bissau,705,2278
Guinea-Bissau,705,2346
Guinea-Bissau,705,2336
Guinea-Bissau,705,2331
Guinea-Bissau,705,2292
Guinea-Bissau,654,2257
Guinea-Bissau,654,2273
Guinea-Bissau,654,2253
Guinea-Bissau,654,2293
Guinea-Bissau,654,2304
Guinea-Bissau,654,2278
Guinea-Bissau,654,2346
Guinea-Bissau,654,2336
Guinea-Bissau,654,2331
Guinea-Bissau,654,2292
Guinea-Bissau,725,2257
Guinea-Bissau,725,2273
Guinea-Bissau,725,2253
Guinea-Bissau,725,2293
Guinea-Bissau,725,2304
Guinea-Bissau,725,2278
Guinea-Bissau,725,2346
Guinea-Bissau,725,2336
Guinea-Bissau,725,2331
Guinea-Bissau,725,2292
Guinea-Bissau,700,2257
Guinea-Bissau,700,2273
Guinea-Bissau,700,2253
Guinea-Bissau,700,2293
Guinea-Bissau,700,2304
Guinea-Bissau,700,2278
Guinea-Bissau,700,2346
Guinea-Bissau,700,2336
Guinea-Bissau,700,2331
Guinea-Bissau,700,2292
Guinea-Bissau,743,2257
Guinea-Bissau,743,2273
Guinea-Bissau,743,2253
Guinea-Bissau,743,2293
Guinea-Bissau,743,2304
Guinea-Bissau,743,2278
Guinea-Bissau,743,2346
Guinea-Bissau,743,2336
Guinea-Bissau,743,2331
Guinea-Bissau,743,2292
Guinea-Bissau,807,2257
Guinea-Bissau,807,2273
Guinea-Bissau,807,2253
Guinea-Bissau,807,2293
Guinea-Bissau,807,2304
Guinea-Bissau,807,2278
Guinea-Bissau,807,2346
Guinea-Bissau,807,2336
Guinea-Bissau,807,2331
Guinea-Bissau,807,2292
Guinea-Bissau,787,2257
Guinea-Bissau,787,2273
Guinea-Bissau,787,2253
Guinea-Bissau,787,2293
Guinea-Bissau,787,2304
Guinea-Bissau,787,2278
Guinea-Bissau,787,2346
Guinea-Bissau,787,2336
Guinea-Bissau,787,2331
Guinea-Bissau,787,2292
Guinea-Bissau,835,2257
Guinea-Bissau,835,2273
Guinea-Bissau,835,2253
Guinea-Bissau,835,2293
Guinea-Bissau,835,2304
Guinea-Bissau,835,2278
Guinea-Bissau,835,2346
Guinea-Bissau,835,2336
Guinea-Bissau,835,2331
Guinea-Bissau,835,2292
Kenya,20664,2022
Kenya,20664,2161
Kenya,20664,2161
Kenya,20664,2110
Kenya,20664,2106
Kenya,20664,2165
Kenya,20664,2160
Kenya,20664,2170
Kenya,20664,2192
Kenya,20664,2206
Kenya,23745,2022
Kenya,23745,2161
Kenya,23745,2161
Kenya,23745,2110
Kenya,23745,2106
Kenya,23745,2165
Kenya,23745,2160
Kenya,23745,2170
Kenya,23745,2192
Kenya,23745,2206
Kenya,24656,2022
Kenya,24656,2161
Kenya,24656,2161
Kenya,24656,2110
Kenya,24656,2106
Kenya,24656,2165
Kenya,24656,2160
Kenya,24656,2170
Kenya,24656,2192
Kenya,24656,2206
Kenya,24433,2022
Kenya,24433,2161
Kenya,24433,2161
Kenya,24433,2110
Kenya,24433,2106
Kenya,24433,2165
Kenya,24433,2160
Kenya,24433,2170
Kenya,24433,2192
Kenya,24433,2206
Kenya,24928,2022
Kenya,24928,2161
Kenya,24928,2161
Kenya,24928,2110
Kenya,24928,2106
Kenya,24928,2165
Kenya,24928,2160
Kenya,24928,2170
Kenya,24928,2192
Kenya,24928,2206
Kenya,26049,2022
Kenya,26049,2161
Kenya,26049,2161
Kenya,26049,2110
Kenya,26049,2106
Kenya,26049,2165
Kenya,26049,2160
Kenya,26049,2170
Kenya,26049,2192
Kenya,26049,2206
Kenya,27991,2022
Kenya,27991,2161
Kenya,27991,2161
Kenya,27991,2110
Kenya,27991,2106
Kenya,27991,2165
Kenya,27991,2160
Kenya,27991,2170
Kenya,27991,2192
Kenya,27991,2206
Kenya,26605,2022
Kenya,26605,2161
Kenya,26605,2161
Kenya,26605,2110
Kenya,26605,2106
Kenya,26605,2165
Kenya,26605,2160
Kenya,26605,2170
Kenya,26605,2192
Kenya,26605,2206
Kenya,28851,2022
Kenya,28851,2161
Kenya,28851,2161
Kenya,28851,2110
Kenya,28851,2106
Kenya,28851,2165
Kenya,28851,2160
Kenya,28851,2170
Kenya,28851,2192
Kenya,28851,2206
Kenya,28950,2022
Kenya,28950,2161
Kenya,28950,2161
Kenya,28950,2110
Kenya,28950,2106
Kenya,28950,2165
Kenya,28950,2160
Kenya,28950,2170
Kenya,28950,2192
Kenya,28950,2206
Lesotho,371,2541
Lesotho,371,2567
Lesotho,371,2595
Lesotho,371,2560
Lesotho,371,2558
Lesotho,371,2569
Lesotho,371,2572
Lesotho,371,2550
Lesotho,371,2547
Lesotho,371,2529
Lesotho,383,2541
Lesotho,383,2567
Lesotho,383,2595
Lesotho,383,2560
Lesotho,383,2558
Lesotho,383,2569
Lesotho,383,2572
Lesotho,383,2550
Lesotho,383,2547
Lesotho,383,2529
Lesotho,383,2541
Lesotho,383,2567
Lesotho,383,2595
Lesotho,383,2560
Lesotho,383,2558
Lesotho,383,2569
Lesotho,383,2572
Lesotho,383,2550
Lesotho,383,2547
Lesotho,383,2529
Lesotho,344,2541
Lesotho,344,2567
Lesotho,344,2595
Lesotho,344,2560
Lesotho,344,2558
Lesotho,344,2569
Lesotho,344,2572
Lesotho,344,2550
Lesotho,344,2547
Lesotho,344,2529
Lesotho,347,2541
Lesotho,347,2567
Lesotho,347,2595
Lesotho,347,2560
Lesotho,347,2558
Lesotho,347,2569
Lesotho,347,2572
Lesotho,347,2550
Lesotho,347,2547
Lesotho,347,2529
Lesotho,339,2541
Lesotho,339,2567
Lesotho,339,2595
Lesotho,339,2560
Lesotho,339,2558
Lesotho,339,2569
Lesotho,339,2572
Lesotho,339,2550
Lesotho,339,2547
Lesotho,339,2529
Lesotho,451,2541
Lesotho,451,2567
Lesotho,451,2595
Lesotho,451,2560
Lesotho,451,2558
Lesotho,451,2569
Lesotho,451,2572
Lesotho,451,2550
Lesotho,451,2547
Lesotho,451,2529
Lesotho,397,2541
Lesotho,397,2567
Lesotho,397,2595
Lesotho,397,2560
Lesotho,397,2558
Lesotho,397,2569
Lesotho,397,2572
Lesotho,397,2550
Lesotho,397,2547
Lesotho,397,2529
Lesotho,352,2541
Lesotho,352,2567
Lesotho,352,2595
Lesotho,352,2560
Lesotho,352,2558
Lesotho,352,2569
Lesotho,352,2572
Lesotho,352,2550
Lesotho,352,2547
Lesotho,352,2529
Lesotho,418,2541
Lesotho,418,2567
Lesotho,418,2595
Lesotho,418,2560
Lesotho,418,2558
Lesotho,418,2569
Lesotho,418,2572
Lesotho,418,2550
Lesotho,418,2547
Lesotho,418,2529
Liberia,1382,2092
Liberia,1382,2160
Liberia,1382,2116
Liberia,1382,2145
Liberia,1382,2227
Liberia,1382,2231
Liberia,1382,2198
Liberia,1382,2254
Liberia,1382,2200
Liberia,1382,2204
Liberia,1443,2092
Liberia,1443,2160
Liberia,1443,2116
Liberia,1443,2145
Liberia,1443,2227
Liberia,1443,2231
Liberia,1443,2198
Liberia,1443,2254
Liberia,1443,2200
Liberia,1443,2204
Liberia,1358,2092
Liberia,1358,2160
Liberia,1358,2116
Liberia,1358,2145
Liberia,1358,2227
Liberia,1358,2231
Liberia,1358,2198
Liberia,1358,2254
Liberia,1358,2200
Liberia,1358,2204
Liberia,1446,2092
Liberia,1446,2160
Liberia,1446,2116
Liberia,1446,2145
Liberia,1446,2227
Liberia,1446,2231
Liberia,1446,2198
Liberia,1446,2254
Liberia,1446,2200
Liberia,1446,2204
Liberia,1491,2092
Liberia,1491,2160
Liberia,1491,2116
Liberia,1491,2145
Liberia,1491,2227
Liberia,1491,2231
Liberia,1491,2198
Liberia,1491,2254
Liberia,1491,2200
Liberia,1491,2204
Liberia,1457,2092
Liberia,1457,2160
Liberia,1457,2116
Liberia,1457,2145
Liberia,1457,2227
Liberia,1457,2231
Liberia,1457,2198
Liberia,1457,2254
Liberia,1457,2200
Liberia,1457,2204
Liberia,1490,2092
Liberia,1490,2160
Liberia,1490,2116
Liberia,1490,2145
Liberia,1490,2227
Liberia,1490,2231
Liberia,1490,2198
Liberia,1490,2254
Liberia,1490,2200
Liberia,1490,2204
Liberia,1535,2092
Liberia,1535,2160
Liberia,1535,2116
Liberia,1535,2145
Liberia,1535,2227
Liberia,1535,2231
Liberia,1535,2198
Liberia,1535,2254
Liberia,1535,2200
Liberia,1535,2204
Liberia,1522,2092
Liberia,1522,2160
Liberia,1522,2116
Liberia,1522,2145
Liberia,1522,2227
Liberia,1522,2231
Liberia,1522,2198
Liberia,1522,2254
Liberia,1522,2200
Liberia,1522,2204
Liberia,1533,2092
Liberia,1533,2160
Liberia,1533,2116
Liberia,1533,2145
Liberia,1533,2227
Liberia,1533,2231
Liberia,1533,2198
Liberia,1533,2254
Liberia,1533,2200
Liberia,1533,2204
Madagascar,10360,1980
Madagascar,10360,2060
Madagascar,10360,2083
Madagascar,10360,2096
Madagascar,10360,2061
Madagascar,10360,2065
Madagascar,10360,2068
Madagascar,10360,2085
Madagascar,10360,2058
Madagascar,10360,2052
Madagascar,12228,1980
Madagascar,12228,2060
Madagascar,12228,2083
Madagascar,12228,2096
Madagascar,12228,2061
Madagascar,12228,2065
Madagascar,12228,2068
Madagascar,12228,2085
Madagascar,12228,2058
Madagascar,12228,2052
Madagascar,12608,1980
Madagascar,12608,2060
Madagascar,12608,2083
Madagascar,12608,2096
Madagascar,12608,2061
Madagascar,12608,2065
Madagascar,12608,2068
Madagascar,12608,2085
Madagascar,12608,2058
Madagascar,12608,2052
Madagascar,12720,1980
Madagascar,12720,2060
Madagascar,12720,2083
Madagascar,12720,2096
Madagascar,12720,2061
Madagascar,12720,2065
Madagascar,12720,2068
Madagascar,12720,2085
Madagascar,12720,2058
Madagascar,12720,2052
Madagascar,12774,1980
Madagascar,12774,2060
Madagascar,12774,2083
Madagascar,12774,2096
Madagascar,12774,2061
Madagascar,12774,2065
Madagascar,12774,2068
Madagascar,12774,2085
Madagascar,12774,2058
Madagascar,12774,2052
Madagascar,13928,1980
Madagascar,13928,2060
Madagascar,13928,2083
Madagascar,13928,2096
Madagascar,13928,2061
Madagascar,13928,2065
Madagascar,13928,2068
Madagascar,13928,2085
Madagascar,13928,2058
Madagascar,13928,2052
Madagascar,14215,1980
Madagascar,14215,2060
Madagascar,14215,2083
Madagascar,14215,2096
Madagascar,14215,2061
Madagascar,14215,2065
Madagascar,14215,2068
Madagascar,14215,2085
Madagascar,14215,2058
Madagascar,14215,2052
Madagascar,14735,1980
Madagascar,14735,2060
Madagascar,14735,2083
Madagascar,14735,2096
Madagascar,14735,2061
Madagascar,14735,2065
Madagascar,14735,2068
Madagascar,14735,2085
Madagascar,14735,2058
Madagascar,14735,2052
Madagascar,15343,1980
Madagascar,15343,2060
Madagascar,15343,2083
Madagascar,15343,2096
Madagascar,15343,2061
Madagascar,15343,2065
Madagascar,15343,2068
Madagascar,15343,2085
Madagascar,15343,2058
Madagascar,15343,2052
Madagascar,14160,1980
Madagascar,14160,2060
Madagascar,14160,2083
Madagascar,14160,2096
Madagascar,14160,2061
Madagascar,14160,2065
Madagascar,14160,2068
Madagascar,14160,2085
Madagascar,14160,2058
Madagascar,14160,2052
Malawi,10917,2166
Malawi,10917,2191
Malawi,10917,2269
Malawi,10917,2293
Malawi,10917,2318
Malawi,10917,2311
Malawi,10917,2329
Malawi,10917,2348
Malawi,10917,2333
Malawi,10917,2367
Malawi,9786,2166
Malawi,9786,2191
Malawi,9786,2269
Malawi,9786,2293
Malawi,9786,2318
Malawi,9786,2311
Malawi,9786,2329
Malawi,9786,2348
Malawi,9786,2333
Malawi,9786,2367
Malawi,13078,2166
Malawi,13078,2191
Malawi,13078,2269
Malawi,13078,2293
Malawi,13078,2318
Malawi,13078,2311
Malawi,13078,2329
Malawi,13078,2348
Malawi,13078,2333
Malawi,13078,2367
Malawi,14908,2166
Malawi,14908,2191
Malawi,14908,2269
Malawi,14908,2293
Malawi,14908,2318
Malawi,14908,2311
Malawi,14908,2329
Malawi,14908,2348
Malawi,14908,2333
Malawi,14908,2367
Malawi,14910,2166
Malawi,14910,2191
Malawi,14910,2269
Malawi,14910,2293
Malawi,14910,2318
Malawi,14910,2311
Malawi,14910,2329
Malawi,14910,2348
Malawi,14910,2333
Malawi,14910,2367
Malawi,16677,2166
Malawi,16677,2191
Malawi,16677,2269
Malawi,16677,2293
Malawi,16677,2318
Malawi,16677,2311
Malawi,16677,2329
Malawi,16677,2348
Malawi,16677,2333
Malawi,16677,2367
Malawi,16867,2166
Malawi,16867,2191
Malawi,16867,2269
Malawi,16867,2293
Malawi,16867,2318
Malawi,16867,2311
Malawi,16867,2329
Malawi,16867,2348
Malawi,16867,2333
Malawi,16867,2367
Malawi,17569,2166
Malawi,17569,2191
Malawi,17569,2269
Malawi,17569,2293
Malawi,17569,2318
Malawi,17569,2311
Malawi,17569,2329
Malawi,17569,2348
Malawi,17569,2333
Malawi,17569,2367
Malawi,19074,2166
Malawi,19074,2191
Malawi,19074,2269
Malawi,19074,2293
Malawi,19074,2318
Malawi,19074,2311
Malawi,19074,2329
Malawi,19074,2348
Malawi,19074,2333
Malawi,19074,2367
Malawi,19931,2166
Malawi,19931,2191
Malawi,19931,2269
Malawi,19931,2293
Malawi,19931,2318
Malawi,19931,2311
Malawi,19931,2329
Malawi,19931,2348
Malawi,19931,2333
Malawi,19931,2367
Mali,6275,2540
Mali,6275,2583
